UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,10,2019,14,4173866,2130980,2042886,1558349,1483424,313551,305473,33977,33123,113093,111801,6314,6238,105696,102827,1655150,1577427,368741,359644,56801,55248,152151,149427,13922,13668,1594248,1527744,1094256,1037987,285764,278831,18000,17631,107542,106550,4321,4328,84365,82417,1171846,1113575,330701,323135,32860,32084,140267,138204,9933,9864,536732,515142,464093,445437,27787,26642,15977,15492,5551,5251,1993,1910,21331,20410,483304,463852,38040,36509,23941,23164,11884,11223,3989,3804
R,10,2019,15,4167520,2125676,2041844,1560351,1488574,310091,301962,33179,32094,113947,114073,6198,5919,101910,99222,1653495,1579239,362526,353383,55575,53964,152090,150705,13779,13209,1602217,1537497,1106280,1051609,283533,276292,17921,17207,108415,108762,4304,4113,81764,79514,1181306,1124487,326212,318323,32776,31698,140597,139598,10006,9520,523459,504347,454071,436965,26558,25670,15258,14887,5532,5311,1894,1806,20146,19708,472189,454752,36314,35060,22799,22266,11493,11107,3773,3689
R,10,2019,16,4159150,2120995,2038155,1561684,1489732,308544,300819,32713,31716,114002,114582,6087,5771,97965,95535,1651125,1576960,358627,349850,54906,53349,150313,150027,13420,12817,1606104,1540653,1114802,1057616,282322,275908,17593,16984,108609,109431,4240,4046,78538,76668,1186792,1127884,323242,315981,32322,31432,139156,139223,9706,9372,514891,497502,446882,432116,26222,24911,15120,14732,5393,5151,1847,1725,19427,18867,464333,449076,35385,33869,22584,21917,11157,10804,3714,3445
R,10,2019,17,4169359,2126850,2042509,1565962,1493581,314497,306747,33000,31537,113385,112444,5965,5786,94041,92414,1651655,1577621,362223,354306,54983,53244,148010,145998,13123,12661,1613987,1548190,1119700,1063183,288695,282055,17897,17180,108092,107498,4221,4059,75382,74215,1188607,1130966,327763,321000,32509,31709,137188,135690,9645,9262,512863,494319,446262,430398,25802,24692,15103,14357,5293,4946,1744,1727,18659,18199,463048,446655,34460,33306,22474,21535,10822,10308,3478,3399
R,10,2019,18,4238165,2163370,2074795,1589280,1515086,323443,314657,32844,31612,118127,116570,5916,5749,93760,91121,1674452,1598075,371082,361287,55189,53387,152577,149588,13053,12664,1650421,1582506,1142665,1085926,297464,290176,18016,17522,112953,111680,4173,3985,75150,73217,1211089,1152840,336342,328426,33056,32204,142000,139523,9549,9225,512949,492289,446615,429160,25979,24481,14828,14090,5174,4890,1743,1764,18610,17904,463363,445235,34740,32861,22133,21183,10577,10065,3504,3439
R,10,2019,19,4331328,2213927,2117401,1622065,1540142,336835,327805,33903,32449,122177,120884,6107,5832,92840,90289,1706575,1621972,383633,373942,56704,54498,155959,153424,13133,12754,1695443,1622237,1169928,1108636,310930,302976,18747,17949,117009,115953,4387,4111,74442,72612,1237834,1174638,349095,340789,34119,33006,145569,143366,9736,9360,518484,495164,452137,431506,25905,24829,15156,14500,5168,4931,1720,1721,18398,17677,468741,447334,34538,33153,22585,21492,10390,10058,3397,3394
R,10,2019,20,4281368,2189831,2091537,1611053,1528791,330285,320010,33028,31907,119280,117671,6069,5616,90116,87542,1692885,1607921,375606,364867,55611,53990,151581,148705,13179,12360,1684868,1609940,1170504,1108797,304987,295888,18454,18036,114208,112911,4364,4018,72351,70290,1236393,1172475,342073,332625,33898,33227,141425,138946,9759,9144,504963,481597,440549,419994,25298,24122,14574,13871,5072,4760,1705,1598,17765,17252,456492,435446,33533,32242,21713,20763,10156,9759,3420,3216
R,10,2019,21,4290906,2192086,2098820,1609583,1530697,332371,323099,32967,31833,122994,121741,6056,5700,88115,85750,1689227,1608486,376371,366456,55453,53901,154509,151910,13032,12217,1693140,1622673,1174094,1115204,307452,299393,18406,17926,117923,116926,4341,4076,70924,69148,1238324,1178092,343523,335050,33854,33262,144592,142337,9729,9093,498946,476147,435489,415493,24919,23706,14561,13907,5071,4815,1715,1624,17191,16602,450903,430394,32848,31406,21599,20639,9917,9573,3303,3124
R,10,2019,22,4286116,2188578,2097538,1606258,1529073,329531,321220,32349,31473,129823,127381,6022,5606,84595,82785,1682848,1603853,370991,362286,54548,53461,160444,156812,12625,12013,1694715,1627394,1174482,1118013,305252,298270,18061,17880,124876,122659,4338,4062,67706,66510,1235941,1178156,338906,331795,33333,33192,150703,147560,9414,8992,493863,470144,431776,411060,24279,22950,14288,13593,4947,4722,1684,1544,16889,16275,446907,425697,32085,30491,21215,20269,9741,9252,3211,3021
R,10,2019,23,4331457,2213369,2118088,1623590,1542361,329645,323034,32824,31209,137733,134562,6316,5765,83261,81157,1698865,1615393,369618,362826,55427,53207,167832,163698,12976,12359,1719956,1649666,1192126,1132365,305603,300587,18301,17560,132810,129769,4572,4159,66544,65226,1252420,1191156,337981,333134,33758,32817,158345,154386,9725,9310,493413,468422,431464,409996,24042,22447,14523,13649,4923,4793,1744,1606,16717,15931,446445,424237,31637,29692,21669,20390,9487,9312,3251,3049
R,10,2019,24,4433574,2270451,2163123,1659063,1570050,346095,335556,33439,31923,143385,139891,6500,6216,81969,79487,1732703,1641329,384994,374319,56452,54026,173123,168301,13239,12870,1769522,1688589,1220355,1154829,321422,312140,18925,18162,138460,135080,4734,4516,65626,63862,1279318,1212212,352938,343623,34993,33726,163736,159117,9985,9715,500929,474534,438708,415221,24673,23416,14514,13761,4925,4811,1766,1700,16343,15625,453385,429117,32056,30696,21459,20300,9387,9184,3254,3155
R,10,2019,25,4500808,2305217,2195591,1675312,1584211,361067,349827,33613,32484,148903,144596,6487,6373,79835,78100,1746638,1653861,398181,387153,56936,55182,177921,172581,13459,12948,1802409,1721916,1234597,1169689,336139,326528,19235,18399,143955,139880,4771,4656,63712,62764,1291510,1225677,366062,356874,35551,34526,168612,163602,10195,9816,502808,473675,440715,414522,24928,23299,14378,14085,4948,4716,1716,1717,16123,15336,455128,428184,32119,30279,21385,20656,9309,8979,3264,3132
R,10,2019,26,4604407,2361392,2243015,1713261,1612048,376007,363420,35054,33569,153877,152007,6856,6375,76337,75596,1781195,1679176,410611,398923,57722,56342,182255,179125,13618,12945,1850289,1766309,1264721,1194565,350534,339730,20123,19498,149029,147202,4993,4684,60889,60630,1318954,1248445,378240,368361,36047,35736,173157,170261,10287,9801,511103,476706,448540,417483,25473,23690,14931,14071,4848,4805,1863,1691,15448,14966,462241,430731,32371,30562,21675,20606,9098,8864,3331,3144
R,10,2019,27,4705253,2411348,2293905,1750656,1648649,382852,369934,36756,34185,159022,160222,6903,6576,75159,74339,1817204,1714408,415560,403493,60093,56890,187277,187818,13708,13230,1891863,1811709,1295042,1226202,356898,345731,21153,20047,154125,155351,5007,4811,59638,59567,1347807,1278913,382699,372606,37527,36262,178309,178921,10372,9973,519485,482196,455614,422447,25954,24203,15603,14138,4897,4871,1896,1765,15521,14772,469397,435495,32861,30887,22566,20628,8968,8897,3336,3257
R,10,2019,28,4814341,2449868,2364473,1777888,1693934,387437,383808,37016,33909,167674,171862,7744,6909,72109,74051,1840731,1758456,418139,417120,59395,56139,195848,200524,14971,14072,1932559,1885367,1325967,1276972,360748,357747,21158,20125,162419,166504,5641,5125,56626,58894,1375191,1328199,384612,384102,36655,35742,186376,190901,11318,10811,517309,479106,451921,416962,26689,26061,15858,13784,5255,5358,2103,1784,15483,15157,465540,430257,33527,33018,22740,20397,9472,9623,3653,3261
R,10,2019,29,4842995,2459944,2383051,1794314,1713323,381430,381044,36553,33401,172067,177902,7831,7228,67749,70153,1853448,1774777,409324,411955,57693,54991,199316,204916,14633,13877,1942470,1909572,1341926,1301375,354625,354728,20537,19851,166724,172602,5622,5402,53036,55614,1388035,1349985,375976,379013,35132,34978,190045,195643,10981,10657,517474,473479,452388,411948,26805,26316,16016,13550,5343,5300,2209,1826,14713,14539,465413,424792,33348,32942,22561,20013,9271,9273,3652,3220
R,10,2019,30,4659302,2366009,2293293,1731237,1646600,359049,363643,34784,31753,170921,179586,7749,6798,62269,64913,1785617,1703058,384265,391856,54620,51761,195847,205067,13883,13160,1874161,1846992,1301098,1257930,333693,338926,19294,18891,165884,174483,5634,5136,48558,51626,1343315,1302641,352769,360996,32886,32991,187304,196459,10526,10241,491848,446301,430139,388670,25356,24717,15490,12862,5037,5103,2115,1662,13711,13287,442302,400417,31496,30860,21734,18770,8543,8608,3357,2919
R,10,2019,31,4555345,2305493,2249852,1701151,1627438,335898,345394,34371,30715,167742,177734,7552,6885,58779,61686,1752199,1681217,359096,371795,52969,49814,191822,202123,13606,12915,1817025,1808863,1273069,1243220,311536,321183,18736,17848,162824,172790,5489,5169,45371,48653,1312326,1285546,328792,341479,31216,31233,183443,193678,10252,9976,488468,440989,428082,384218,24362,24211,15635,12867,4918,4944,2063,1716,13408,13033,439873,395671,30304,30316,21753,18581,8379,8445,3354,2939
R,10,2019,32,4431023,2245227,2185796,1669884,1589393,316640,327290,32635,29540,163623,174001,7598,6674,54847,58898,1717366,1640725,338152,352251,50464,48035,186001,197409,13400,12442,1767257,1755268,1249946,1213643,293409,303922,17442,17189,158888,169368,5433,4987,42139,46159,1286161,1253723,309271,322986,29402,30002,178068,189470,10077,9592,477970,430528,419938,375750,23231,23368,15193,12351,4735,4633,2165,1687,12708,12739,431205,387002,28881,29265,21062,18033,7933,7939,3323,2850
R,10,2019,33,4434794,2244922,2189872,1680547,1602688,308048,321276,32412,29486,163460,173632,7552,6738,52903,56052,1726545,1651254,328242,344592,49580,47886,185229,195707,13218,12335,1764415,1758452,1257766,1225664,284976,297857,17206,16880,158641,169135,5389,5041,40437,43875,1292764,1263502,299576,315657,28685,29731,177198,188032,9880,9525,480507,431420,422781,377024,23072,23419,15206,12606,4819,4497,2163,1697,12466,12177,433781,387752,28666,28935,20895,18155,8031,7675,3338,2810
R,10,2019,34,4466293,2254673,2211620,1695228,1621988,304516,321390,32047,29366,163762,176596,7490,6783,51630,55497,1739966,1670170,324048,343741,49555,47663,184658,198861,12985,12485,1770485,1776415,1268800,1241177,281828,298162,16513,16766,159081,172020,5312,5166,38951,43124,1302282,1278444,295780,314776,28062,29548,176888,191068,9672,9762,484188,435205,426428,380811,22688,23228,15534,12600,4681,4576,2178,1617,12679,12373,437684,391726,28268,28965,21493,18115,7770,7793,3313,2723
R,10,2019,35,4365787,2193111,2172676,1650893,1594912,291386,312269,31265,28849,163116,176595,7196,6453,49255,53598,1693611,1641306,309527,333342,48065,46924,183321,198460,12638,12050,1723341,1742778,1236775,1218314,269680,289644,16261,16359,158465,172220,5099,4816,37061,41425,1268691,1254037,282521,305144,27342,28885,175621,190877,9386,9271,469770,429898,414118,376598,21706,22625,15004,12490,4651,4375,2097,1637,12194,12173,424920,387269,27006,28198,20723,18039,7700,7583,3252,2779
R,10,2019,36,4342757,2177403,2165354,1643812,1590651,287098,310428,31290,28968,159863,175861,7202,6591,48138,52855,1685437,1636273,304799,330955,47925,47248,179584,197205,12441,12189,1710329,1735242,1231734,1214222,265655,287520,16067,16254,155267,171532,5204,4923,36402,40791,1262969,1249216,278188,302635,27201,28950,172016,189756,9345,9394,467074,430112,412078,376429,21443,22908,15223,12714,4596,4329,1998,1668,11736,12064,422468,387057,26611,28320,20724,18298,7568,7449,3096,2795
R,10,2019,37,4381899,2192746,2189153,1659181,1610182,288198,314513,31133,28840,159153,176587,7227,6722,47854,52309,1700580,1655298,305726,335013,47934,47108,178550,197441,12523,12247,1719903,1749827,1241693,1225187,266614,291217,16033,16045,154462,172001,5133,4976,35968,40401,1272546,1259835,278943,306329,27252,28808,170827,189751,9337,9394,472843,439326,417488,384995,21584,23296,15100,12795,4691,4586,2094,1746,11886,11908,428034,395463,26783,28684,20682,18300,7723,7690,3186,2853
R,10,2019,38,4305393,2149002,2156391,1632935,1591727,282094,309245,29878,28359,150711,170033,6987,6194,46397,50833,1672865,1635588,298872,329238,46552,46285,169392,190045,12155,11593,1691716,1725762,1228940,1214160,261362,286694,15251,15820,146227,165541,4992,4517,34944,39030,1258783,1247645,273195,301300,26436,28252,162016,182592,9068,8819,457286,430629,403995,377567,20732,22551,14627,12539,4484,4492,1995,1677,11453,11803,414082,387943,25677,27938,20116,18033,7376,7453,3087,2774
R,10,2019,39,4392563,2198967,2193596,1668864,1615014,294210,322137,31029,28688,150902,170243,7216,6451,46746,51063,1709126,1659002,311243,342237,48061,46973,169599,190139,12487,11972,1721564,1752886,1247023,1228127,272719,299065,15757,16011,146204,165727,5054,4776,34807,39180,1276733,1261591,284567,313699,27102,28778,161860,182676,9227,9245,477403,440710,421841,386887,21491,23072,15272,12677,4698,4516,2162,1675,11939,11883,432393,397411,26676,28538,20959,18195,7739,7463,3260,2727
R,10,2019,40,4186179,2090174,2096005,1589038,1543727,277807,307408,29001,27131,144586,164118,6351,5994,43391,47627,1626497,1584624,293410,326086,44970,44299,161814,182824,11202,10963,1645898,1679330,1196453,1178102,257641,285481,14858,15102,140320,159921,4451,4455,32175,36269,1223984,1209012,268426,298819,25415,27072,154772,175757,8246,8445,444276,416675,392585,365625,20166,21927,14143,12029,4266,4197,1900,1539,11216,11358,402513,375612,24984,27267,19555,17227,7042,7067,2956,2518
R,10,2019,41,4022928,2002844,2020084,1527625,1491257,262730,293456,27427,26271,138027,158327,6056,5579,40979,45194,1562799,1530067,277493,310820,42750,42962,154221,175976,10444,10295,1575093,1613904,1148698,1134704,243659,272327,14092,14427,133921,154094,4316,4093,30407,34259,1174487,1163875,253871,284706,24306,25969,147511,169063,7786,7867,427751,406180,378927,356553,19071,21129,13335,11844,4106,4233,1740,1486,10572,10935,388312,366192,23622,26114,18444,16993,6710,6913,2658,2428
R,10,2019,42,4015649,1994117,2021532,1526418,1496530,258867,291421,27689,26357,135639,157411,5904,5615,39600,44198,1560431,1534218,272898,308359,42734,42977,151294,174726,10268,10310,1567951,1612859,1147998,1136217,240663,270765,14409,14841,131424,153240,4179,4137,29278,33659,1172833,1164664,250189,282878,24516,26512,144504,167913,7605,7887,426166,408673,378420,360313,18204,20656,13280,11516,4215,4171,1725,1478,10322,10539,387598,369554,22709,25481,18218,16465,6790,6813,2663,2423
R,10,2019,43,3859628,1914079,1945549,1460910,1440630,246590,276957,26639,25118,136429,156187,5574,5303,37937,41354,1493553,1475805,259552,292534,41134,40794,151585,172579,9889,9709,1501220,1545182,1094038,1086789,228895,257207,13792,13908,132453,152067,3990,3898,28052,31313,1117880,1113132,237597,268206,23480,24838,145248,165924,7401,7456,412859,400367,366872,353841,17695,19750,12847,11210,3976,4120,1584,1405,9885,10041,375673,362673,21955,24328,17654,15956,6337,6655,2488,2253
R,10,2019,44,3933298,1954941,1978357,1496189,1466931,250648,282087,26499,25435,140239,158853,5545,5124,35821,39927,1526796,1500918,262966,296829,40405,40706,154551,174762,9471,9301,1540718,1577917,1126342,1111938,233658,262634,13628,14246,136278,154855,4005,3770,26807,30474,1148968,1137654,242078,273043,23159,25014,148411,168398,7140,7115,414223,400440,369847,354993,16990,19453,12871,11189,3961,3998,1540,1354,9014,9453,377828,363264,20888,23786,17246,15692,6140,6364,2331,2186
R,10,2019,45,3884905,1926473,1958432,1476172,1455750,245767,277779,26125,24834,138759,156955,5323,5003,34327,38111,1505386,1488006,257331,291770,39774,39740,152435,172021,9207,8995,1524933,1566360,1116662,1106730,229739,259525,13534,13958,135086,153104,3895,3716,26017,29327,1138587,1131262,237815,269561,22935,24610,146827,166067,7032,6941,401540,392072,359510,349020,16028,18254,12591,10876,3673,3851,1428,1287,8310,8784,366799,356744,19516,22209,16839,15130,5608,5954,2175,2054
R,10,2019,46,3857097,1903938,1953159,1459519,1451544,244191,279192,25209,24740,136538,155542,5049,4948,33432,37193,1487892,1482879,255185,292650,38513,39470,150074,170366,8811,8851,1519585,1572587,1114938,1112585,229004,261511,13286,14091,133082,151855,3713,3682,25562,28863,1136380,1136629,236650,271213,22650,24844,144760,164648,6780,6833,384353,380572,344581,338959,15187,17681,11923,10649,3456,3687,1336,1266,7870,8330,351512,346250,18535,21437,15863,14626,5314,5718,2031,2018
R,10,2019,47,4003320,1977564,2025756,1522585,1514113,253908,288442,25804,24864,137039,156273,5094,4848,33134,37216,1550554,1545498,264540,301624,39576,40031,150224,170902,8818,8795,1595147,1646358,1179499,1175738,238990,271009,13785,14339,133485,152612,3794,3607,25594,29053,1200840,1199939,246512,280593,23704,25454,144919,165334,6804,6861,382417,379398,343086,338375,14918,17433,12019,10525,3554,3661,1300,1241,7540,8163,349714,345559,18028,21031,15872,14577,5305,5568,2014,1934
R,10,2019,48,4219764,2083597,2136167,1624612,1617125,261923,300209,25815,25628,132268,150624,5087,4867,33892,37714,1653269,1648944,272676,313435,40185,41466,145539,165011,8982,8990,1706723,1761198,1286415,1282886,247199,283034,14308,14990,128693,147040,3760,3662,26348,29586,1308471,1307592,254811,292627,24801,26869,140199,159491,6967,7049,376874,374969,338197,334239,14724,17175,11507,10638,3575,3584,1327,1205,7544,8128,344798,341352,17865,20808,15384,14597,5340,5520,2015,1941
R,10,2019,49,4340515,2147844,2192671,1681108,1669250,268592,303080,26475,25547,132794,151961,5089,5088,33786,37745,1709653,1700848,279314,316192,41064,41737,145665,166393,9057,9329,1769552,1823159,1341652,1339819,253704,286116,14727,15250,129280,148328,3800,3854,26389,29792,1363689,1364494,261416,295786,25489,27470,140392,160757,7070,7379,378292,369512,339456,329431,14888,16964,11748,10297,3514,3633,1289,1234,7397,7953,345964,336354,17898,20406,15575,14267,5273,5636,1987,1950
R,10,2019,50,4158732,2057416,2101316,1619332,1609830,251195,284052,24972,24420,125411,143648,4938,4892,31568,34474,1646108,1638745,260824,295566,38957,39749,137431,156649,8617,8763,1698149,1750117,1296780,1296116,237177,268298,14033,14633,122082,140184,3736,3737,24341,27149,1317204,1318679,243801,276639,24304,26254,132445,151390,6740,6923,359267,351199,322552,313714,14018,15754,10939,9787,3329,3464,1202,1155,7227,7325,328904,320066,17023,18927,14653,13495,4986,5259,1877,1840
R,10,2019,51,4001246,1975387,2025859,1552321,1548978,244767,277818,24279,23565,120163,138590,4461,4602,29396,32306,1577051,1575835,253631,288577,37611,38145,131259,150620,7924,8408,1634196,1691586,1246149,1250369,231167,262516,13636,14348,117155,135433,3323,3478,22766,25442,1265068,1271248,237296,270291,23543,25476,126752,145887,6182,6648,341191,334273,306172,298609,13600,15302,10643,9217,3008,3157,1138,1124,6630,6864,311983,304587,16335,18286,14068,12669,4507,4733,1742,1760
R,10,2019,52,3996259,1967406,2028853,1556968,1563677,243747,278491,23453,23471,110549,127395,4581,4528,28108,31291,1580597,1589701,252079,289087,36575,38010,120954,138549,7870,8202,1638932,1704286,1261712,1273508,230722,263558,13571,14708,107623,124426,3454,3456,21850,24630,1279840,1293745,236462,271186,23403,25874,116621,134010,6227,6542,328474,324567,295256,290169,13025,14933,9882,8763,2926,2969,1127,1072,6258,6661,300757,295956,15617,17901,13172,12136,4333,4539,1643,1660
R,10,2019,53,4018505,1975231,2043274,1561724,1575996,248853,283590,23399,23493,109114,124976,4490,4587,27651,30632,1584670,1601383,257162,293780,36592,38062,119145,135840,7905,8205,1654203,1726031,1273312,1292432,235863,269128,13707,14884,106296,121976,3416,3545,21609,24066,1290970,1312148,241577,276445,23809,26090,114925,131283,6295,6548,321028,317243,288412,283564,12990,14462,9692,8609,2818,3000,1074,1042,6042,6566,293700,289235,15585,17335,12783,11972,4220,4557,1610,1657
R,10,2019,54,4233326,2079605,2153721,1650548,1667796,260231,297304,24516,24595,111391,127628,4661,4623,28258,31775,1674152,1694100,268475,307660,38264,39928,121528,138738,8080,8416,1755880,1834721,1359676,1382827,247199,282556,14790,15897,108516,124605,3615,3625,22084,25211,1377866,1403420,252916,290062,25227,27897,117284,134198,6474,6807,323725,319000,290872,284969,13032,14748,9726,8698,2875,3023,1046,998,6174,6564,296286,290680,15559,17598,13037,12031,4244,4540,1606,1609
R,10,2019,55,4373196,2138718,2234478,1708917,1743422,261584,300763,24505,25076,110926,128931,4470,4626,28316,31660,1732423,1769567,269549,310647,38698,41032,121021,139903,7962,8345,1829065,1921925,1430704,1463915,249044,286366,15096,16517,108236,126103,3476,3644,22509,25380,1449165,1484610,254647,293531,26178,29277,117009,135612,6403,6804,309653,312553,278213,279507,12540,14397,9409,8559,2690,2828,994,982,5807,6280,283258,284957,14902,17116,12520,11755,4012,4291,1559,1541
R,10,2019,56,4354859,2121984,2232875,1699045,1748315,255235,294401,23978,24390,111644,129736,4210,4529,27872,31504,1722270,1774291,262966,304231,38129,40302,121481,140444,7539,8275,1828579,1932980,1435654,1480357,243218,280718,15131,16149,109004,126928,3285,3577,22287,25251,1454030,1500902,248656,287894,26280,28894,117607,136162,6111,6726,293405,299895,263391,267958,12017,13683,8847,8241,2640,2808,925,952,5585,6253,268240,273389,14310,16337,11849,11408,3874,4282,1428,1549
R,10,2019,57,4338104,2110146,2227958,1699895,1756701,250604,290827,23215,24154,104698,120922,4328,4491,27406,30863,1722822,1782004,257949,300469,37073,40138,114435,131332,7724,8142,1829203,1940810,1447191,1499956,239340,278097,14798,16098,102250,118236,3443,3577,22181,24846,1465557,1520097,244532,285095,25895,28976,110785,127247,6352,6612,280943,287148,252704,256745,11264,12730,8417,8056,2448,2686,885,914,5225,6017,257265,261907,13417,15374,11178,11162,3650,4085,1372,1530
R,10,2019,58,4350423,2108952,2241471,1712603,1778604,245857,288641,22687,24197,96766,115486,4046,4185,26993,30358,1735094,1803484,253029,297978,36670,40251,106318,125557,7317,7816,1843544,1967160,1474031,1533240,235171,276345,14758,16700,94436,112921,3254,3345,21894,24609,1492055,1553178,240313,283210,26004,29774,102787,121639,6041,6393,265408,274311,238572,245364,10686,12296,7929,7497,2330,2565,792,840,5099,5749,243039,250306,12716,14768,10666,10477,3531,3918,1276,1423
R,10,2019,59,4418828,2142041,2276787,1731949,1800227,253190,295305,22876,24403,102699,122700,4209,4242,27118,29910,1754668,1824697,260353,304495,37003,40190,112143,132659,7402,7771,1875242,2001107,1492094,1553238,242566,283092,14822,16936,100310,120074,3374,3437,22076,24330,1510403,1572893,247703,289889,26222,29828,108626,128719,6061,6440,266799,275680,239855,246989,10624,12213,8054,7467,2389,2626,835,805,5042,5580,244265,251804,12650,14606,10781,10362,3517,3940,1341,1331
R,10,2019,60,4299468,2079075,2220393,1690230,1764776,242002,285084,21689,22940,95624,115089,3893,3925,25637,28579,1711638,1788290,248556,293655,35176,38471,104705,124339,6914,7163,1835884,1966147,1471545,1537231,232210,273626,14421,15981,93464,112696,3161,3205,21083,23408,1489024,1556268,236942,280002,25431,28769,101491,120775,5726,5958,243191,254246,218685,227545,9792,11458,7268,6959,2160,2393,732,720,4554,5171,222614,232022,11614,13653,9745,9702,3214,3564,1188,1205
R,10,2019,61,4184197,2013330,2170867,1641653,1730976,229293,272518,19889,21930,94620,114578,3638,3786,24237,27079,1661756,1753096,235620,280652,32916,36750,102967,123369,6417,6813,1790258,1932100,1441553,1517074,219913,261712,13354,15507,92604,112407,2944,3102,19890,22298,1457898,1535112,224461,267795,24063,27787,99961,120064,5300,5710,223072,238767,200100,213902,9380,10806,6535,6423,2016,2171,694,684,4347,4781,203858,217984,11159,12857,8853,8963,3006,3305,1117,1103
R,10,2019,62,4168765,1997540,2171225,1633079,1737137,224566,270556,19919,21492,92705,111954,3460,3621,23811,26465,1652871,1758870,230785,278448,32882,36482,100730,120068,6220,6602,1781755,1937833,1439243,1527744,215736,260083,13366,15340,90834,109977,2846,2929,19730,21760,1455484,1545419,220304,265942,24095,27840,98007,117006,5217,5454,215785,233392,193836,209393,8830,10473,6553,6152,1871,1977,614,692,4081,4705,197387,213451,10481,12506,8787,8642,2723,3062,1003,1148
R,10,2019,63,4027558,1921326,2106232,1574038,1683959,213161,261472,18706,20738,89690,110906,3276,3462,22455,25695,1592756,1705062,218954,269078,31036,35347,97159,118845,5855,6338,1719041,1884131,1392496,1484973,204755,251459,12652,14843,87884,108800,2670,2898,18584,21158,1407853,1502159,208932,257080,22871,27064,94511,115705,4886,5354,202285,222101,181542,198986,8406,10013,6054,5895,1806,2106,606,564,3871,4537,184903,202903,10022,11998,8165,8283,2648,3140,969,984
R,10,2019,64,3943659,1875823,2067836,1541763,1659717,202876,250309,17945,19641,88602,110585,3114,3420,21523,24164,1559595,1679402,208401,257567,29874,33268,95728,118105,5615,6153,1681174,1852007,1366548,1465564,194913,240877,12279,14195,86879,108662,2596,2813,17959,19896,1381287,1481539,198937,246247,22269,25589,93254,115245,4756,5159,194649,215829,175215,194153,7963,9432,5666,5446,1723,1923,518,607,3564,4268,178308,197863,9464,11320,7605,7679,2474,2860,859,994
R,10,2019,65,3817007,1805299,2011708,1491929,1622101,190085,239388,16620,18588,83880,105567,2847,3220,19938,22844,1508534,1640711,195161,246089,27864,31704,90383,112472,5058,5842,1626911,1810364,1330965,1440515,182727,230827,11653,13649,82400,103737,2366,2646,16800,18990,1344830,1455771,186493,235834,21221,24728,88188,109826,4304,4925,178388,201344,160964,181586,7358,8561,4967,4939,1480,1830,481,574,3138,3854,163704,184940,8668,10255,6643,6976,2195,2646,754,917
R,10,2019,66,3629945,1707866,1922079,1419855,1559792,173268,222303,15326,17079,78209,98630,2671,2892,18537,21383,1435320,1577288,177814,228478,25962,29456,84155,105156,4753,5350,1545853,1735669,1273763,1391393,166535,214350,10783,12614,76860,97053,2257,2420,15655,17839,1286753,1405802,169852,218994,19841,23105,82191,102797,4078,4565,162013,186410,146092,168399,6733,7953,4543,4465,1349,1577,414,472,2882,3544,148567,171486,7962,9484,6121,6351,1964,2359,675,785
R,10,2019,67,3516111,1650622,1865489,1379291,1518532,161777,211661,14083,16129,75871,96669,2579,2837,17021,19661,1393455,1534674,166012,217278,23877,27788,81254,102417,4553,5089,1500264,1691200,1243388,1360941,155686,204233,10054,11959,74560,95140,2194,2390,14382,16537,1255242,1374361,158816,208524,18417,21937,79386,100182,3908,4325,150358,174289,135903,157591,6091,7428,4029,4170,1311,1529,385,447,2639,3124,138213,160313,7196,8754,5460,5851,1868,2235,645,764
R,10,2019,68,3354315,1568543,1785772,1314740,1455161,153223,204244,13284,15215,68984,90101,2295,2582,16017,18469,1328004,1470288,157157,209602,22788,26335,73909,95294,4148,4679,1426113,1620796,1185543,1306044,147549,197188,9616,11273,67821,88624,1962,2175,13622,15492,1196733,1318549,150509,201279,17774,20814,72230,93173,3595,4000,142430,164976,129197,149117,5674,7056,3668,3942,1163,1477,333,407,2395,2977,131271,151739,6648,8323,5014,5521,1679,2121,553,679
