state,ageGroupPop,year,pop,startAge,endAge,ageGroup
Alabama,"[25,30)",2019,689704,25,30,25-29
Alabama,"[25,30)",2020,676862,25,30,25-29
Alabama,"[30,35)",2019,628660,30,35,30-34
Alabama,"[30,35)",2020,646672,30,35,30-34
Alabama,"[35,40)",2019,617290,35,40,35-39
Alabama,"[35,40)",2020,614146,35,40,35-39
Alabama,"[40,45)",2019,585774,40,45,40-44
Alabama,"[40,45)",2020,594378,40,45,40-44
Alabama,"[45,50)",2019,624762,45,50,45-49
Alabama,"[45,50)",2020,611708,45,50,45-49
Alabama,"[50,55)",2019,621606,50,55,50-54
Alabama,"[50,55)",2020,617406,50,55,50-54
Alabama,"[55,60)",2019,679400,55,60,55-59
Alabama,"[55,60)",2020,671804,55,60,55-59
Alabama,"[60,65)",2019,648790,60,65,60-64
Alabama,"[60,65)",2020,655490,60,65,60-64
Alabama,"[65,70)",2019,556852,65,70,65-69
Alabama,"[65,70)",2020,569036,65,70,65-69
Alabama,"[70,75)",2019,456652,70,75,70-74
Alabama,"[70,75)",2020,475448,70,75,70-74
Alabama,"[75,80)",2019,314476,75,80,75-79
Alabama,"[75,80)",2020,323412,75,80,75-79
Alabama,"[80,85)",2019,203782,80,85,80-84
Alabama,"[80,85)",2020,208332,80,85,80-84
Alabama,"[85,Inf)",2019,185544,85,Inf,85+
Alabama,"[85,Inf)",2020,187298,85,Inf,85+
Alaska,"[25,30)",2019,131652,25,30,25-29
Alaska,"[25,30)",2020,127398,25,30,25-29
Alaska,"[30,35)",2019,123230,30,35,30-34
Alaska,"[30,35)",2020,123914,30,35,30-34
Alaska,"[35,40)",2019,112136,35,40,35-39
Alaska,"[35,40)",2020,114234,35,40,35-39
Alaska,"[40,45)",2019,92126,40,45,40-44
Alaska,"[40,45)",2020,94308,40,45,40-44
Alaska,"[45,50)",2019,88982,45,50,45-49
Alaska,"[45,50)",2020,86582,45,50,45-49
Alaska,"[50,55)",2019,89232,50,55,50-54
Alaska,"[50,55)",2020,88014,50,55,50-54
Alaska,"[55,60)",2019,99916,55,60,55-59
Alaska,"[55,60)",2020,96568,55,60,55-59
Alaska,"[60,65)",2019,93434,60,65,60-64
Alaska,"[60,65)",2020,92930,60,65,60-64
Alaska,"[65,70)",2019,74712,65,70,65-69
Alaska,"[65,70)",2020,77310,65,70,65-69
Alaska,"[70,75)",2019,51276,70,75,70-74
Alaska,"[70,75)",2020,54666,70,75,70-74
Alaska,"[75,80)",2019,30688,75,80,75-79
Alaska,"[75,80)",2020,32612,75,80,75-79
Alaska,"[80,85)",2019,16468,80,85,80-84
Alaska,"[80,85)",2020,17248,80,85,80-84
Alaska,"[85,Inf)",2019,14698,85,Inf,85+
Alaska,"[85,Inf)",2020,15072,85,Inf,85+
Arizona,"[25,30)",2019,1094500,25,30,25-29
Arizona,"[25,30)",2020,1101658,25,30,25-29
Arizona,"[30,35)",2019,993904,30,35,30-34
Arizona,"[30,35)",2020,1033562,30,35,30-34
Arizona,"[35,40)",2019,961016,35,40,35-39
Arizona,"[35,40)",2020,971866,35,40,35-39
Arizona,"[40,45)",2019,879412,40,45,40-44
Arizona,"[40,45)",2020,905906,40,45,40-44
Arizona,"[45,50)",2019,883710,45,50,45-49
Arizona,"[45,50)",2020,884228,45,50,45-49
Arizona,"[50,55)",2019,850872,50,55,50-54
Arizona,"[50,55)",2020,867860,50,55,50-54
Arizona,"[55,60)",2019,907016,55,60,55-59
Arizona,"[55,60)",2020,911678,55,60,55-59
Arizona,"[60,65)",2019,878662,60,65,60-64
Arizona,"[60,65)",2020,904142,60,65,60-64
Arizona,"[65,70)",2019,807536,65,70,65-69
Arizona,"[65,70)",2020,834848,65,70,65-69
Arizona,"[70,75)",2019,716698,70,75,70-74
Arizona,"[70,75)",2020,756046,70,75,70-74
Arizona,"[75,80)",2019,512492,75,80,75-79
Arizona,"[75,80)",2020,538614,75,80,75-79
Arizona,"[80,85)",2019,321614,80,85,80-84
Arizona,"[80,85)",2020,338496,80,85,80-84
Arizona,"[85,Inf)",2019,297344,85,Inf,85+
Arizona,"[85,Inf)",2020,306236,85,Inf,85+
Arkansas,"[25,30)",2019,422200,25,30,25-29
Arkansas,"[25,30)",2020,415742,25,30,25-29
Arkansas,"[30,35)",2019,391432,30,35,30-34
Arkansas,"[30,35)",2020,399948,30,35,30-34
Arkansas,"[35,40)",2019,390630,35,40,35-39
Arkansas,"[35,40)",2020,388160,35,40,35-39
Arkansas,"[40,45)",2019,361842,40,45,40-44
Arkansas,"[40,45)",2020,369070,40,45,40-44
Arkansas,"[45,50)",2019,369536,45,50,45-49
Arkansas,"[45,50)",2020,364014,45,50,45-49
Arkansas,"[50,55)",2019,363358,50,55,50-54
Arkansas,"[50,55)",2020,361092,50,55,50-54
Arkansas,"[55,60)",2019,400840,55,60,55-59
Arkansas,"[55,60)",2020,397138,55,60,55-59
Arkansas,"[60,65)",2019,380216,60,65,60-64
Arkansas,"[60,65)",2020,384460,60,65,60-64
Arkansas,"[65,70)",2019,333244,65,70,65-69
Arkansas,"[65,70)",2020,339984,65,70,65-69
Arkansas,"[70,75)",2019,278926,70,75,70-74
Arkansas,"[70,75)",2020,287992,70,75,70-74
Arkansas,"[75,80)",2019,197700,75,80,75-79
Arkansas,"[75,80)",2020,202672,75,80,75-79
Arkansas,"[80,85)",2019,127464,80,85,80-84
Arkansas,"[80,85)",2020,130426,80,85,80-84
Arkansas,"[85,Inf)",2019,122080,85,Inf,85+
Arkansas,"[85,Inf)",2020,123500,85,Inf,85+
California,"[25,30)",2019,6486360,25,30,25-29
California,"[25,30)",2020,6328268,25,30,25-29
California,"[30,35)",2019,6153104,30,35,30-34
California,"[30,35)",2020,6262468,30,35,30-34
California,"[35,40)",2019,5766420,35,40,35-39
California,"[35,40)",2020,5779110,35,40,35-39
California,"[40,45)",2019,5163312,40,45,40-44
California,"[40,45)",2020,5226656,40,45,40-44
California,"[45,50)",2019,5165464,45,50,45-49
California,"[45,50)",2020,5050572,45,50,45-49
California,"[50,55)",2019,5045070,50,55,50-54
California,"[50,55)",2020,5046458,50,55,50-54
California,"[55,60)",2019,5130846,55,60,55-59
California,"[55,60)",2020,5055648,55,60,55-59
California,"[60,65)",2019,4647930,60,65,60-64
California,"[60,65)",2020,4697636,60,65,60-64
California,"[65,70)",2019,3836898,65,70,65-69
California,"[65,70)",2020,3912468,65,70,65-69
California,"[70,75)",2019,3034280,70,75,70-74
California,"[70,75)",2020,3157966,70,75,70-74
California,"[75,80)",2019,2061746,75,80,75-79
California,"[75,80)",2020,2138530,75,80,75-79
California,"[80,85)",2019,1385638,80,85,80-84
California,"[80,85)",2020,1417480,80,85,80-84
California,"[85,Inf)",2019,1521226,85,Inf,85+
California,"[85,Inf)",2020,1536588,85,Inf,85+
Colorado,"[25,30)",2019,958878,25,30,25-29
Colorado,"[25,30)",2020,961682,25,30,25-29
Colorado,"[30,35)",2019,931508,30,35,30-34
Colorado,"[30,35)",2020,953890,30,35,30-34
Colorado,"[35,40)",2019,876344,35,40,35-39
Colorado,"[35,40)",2020,890776,35,40,35-39
Colorado,"[40,45)",2019,765440,40,45,40-44
Colorado,"[40,45)",2020,786874,40,45,40-44
Colorado,"[45,50)",2019,745870,45,50,45-49
Colorado,"[45,50)",2020,737104,45,50,45-49
Colorado,"[50,55)",2019,693842,50,55,50-54
Colorado,"[50,55)",2020,701928,50,55,50-54
Colorado,"[55,60)",2019,741280,55,60,55-59
Colorado,"[55,60)",2020,726348,55,60,55-59
Colorado,"[60,65)",2019,705524,60,65,60-64
Colorado,"[60,65)",2020,713160,60,65,60-64
Colorado,"[65,70)",2019,599592,65,70,65-69
Colorado,"[65,70)",2020,614486,65,70,65-69
Colorado,"[70,75)",2019,456712,70,75,70-74
Colorado,"[70,75)",2020,484262,70,75,70-74
Colorado,"[75,80)",2019,287114,75,80,75-79
Colorado,"[75,80)",2020,302426,75,80,75-79
Colorado,"[80,85)",2019,178830,80,85,80-84
Colorado,"[80,85)",2020,185356,80,85,80-84
Colorado,"[85,Inf)",2019,181160,85,Inf,85+
Colorado,"[85,Inf)",2020,183828,85,Inf,85+
Connecticut,"[25,30)",2019,465444,25,30,25-29
Connecticut,"[25,30)",2020,466592,25,30,25-29
Connecticut,"[30,35)",2019,456744,30,35,30-34
Connecticut,"[30,35)",2020,457830,30,35,30-34
Connecticut,"[35,40)",2019,450584,35,40,35-39
Connecticut,"[35,40)",2020,453384,35,40,35-39
Connecticut,"[40,45)",2019,423220,40,45,40-44
Connecticut,"[40,45)",2020,430066,40,45,40-44
Connecticut,"[45,50)",2019,458204,45,50,45-49
Connecticut,"[45,50)",2020,438616,45,50,45-49
Connecticut,"[50,55)",2019,509204,50,55,50-54
Connecticut,"[50,55)",2020,497770,50,55,50-54
Connecticut,"[55,60)",2019,542656,55,60,55-59
Connecticut,"[55,60)",2020,535434,55,60,55-59
Connecticut,"[60,65)",2019,496220,60,65,60-64
Connecticut,"[60,65)",2020,501706,60,65,60-64
Connecticut,"[65,70)",2019,394016,65,70,65-69
Connecticut,"[65,70)",2020,405030,65,70,65-69
Connecticut,"[70,75)",2019,318628,70,75,70-74
Connecticut,"[70,75)",2020,328856,70,75,70-74
Connecticut,"[75,80)",2019,226400,75,80,75-79
Connecticut,"[75,80)",2020,234312,75,80,75-79
Connecticut,"[80,85)",2019,148748,80,85,80-84
Connecticut,"[80,85)",2020,151412,80,85,80-84
Connecticut,"[85,Inf)",2019,182782,85,Inf,85+
Connecticut,"[85,Inf)",2020,182054,85,Inf,85+
Delaware,"[25,30)",2019,135608,25,30,25-29
Delaware,"[25,30)",2020,132508,25,30,25-29
Delaware,"[30,35)",2019,131242,30,35,30-34
Delaware,"[30,35)",2020,134598,30,35,30-34
Delaware,"[35,40)",2019,121722,35,40,35-39
Delaware,"[35,40)",2020,123464,35,40,35-39
Delaware,"[40,45)",2019,110286,40,45,40-44
Delaware,"[40,45)",2020,113626,40,45,40-44
Delaware,"[45,50)",2019,115574,45,50,45-49
Delaware,"[45,50)",2020,112074,45,50,45-49
Delaware,"[50,55)",2019,126236,50,55,50-54
Delaware,"[50,55)",2020,125014,50,55,50-54
Delaware,"[55,60)",2019,140464,55,60,55-59
Delaware,"[55,60)",2020,140572,55,60,55-59
Delaware,"[60,65)",2019,138484,60,65,60-64
Delaware,"[60,65)",2020,142124,60,65,60-64
Delaware,"[65,70)",2019,124144,65,70,65-69
Delaware,"[65,70)",2020,129462,65,70,65-69
Delaware,"[70,75)",2019,104044,70,75,70-74
Delaware,"[70,75)",2020,109482,70,75,70-74
Delaware,"[75,80)",2019,70336,75,80,75-79
Delaware,"[75,80)",2020,73696,75,80,75-79
Delaware,"[80,85)",2019,42762,80,85,80-84
Delaware,"[80,85)",2020,44220,80,85,80-84
Delaware,"[85,Inf)",2019,40644,85,Inf,85+
Delaware,"[85,Inf)",2020,41504,85,Inf,85+
District of Columbia,"[25,30)",2019,171110,25,30,25-29
District of Columbia,"[25,30)",2020,168846,25,30,25-29
District of Columbia,"[30,35)",2019,169672,30,35,30-34
District of Columbia,"[30,35)",2020,171204,30,35,30-34
District of Columbia,"[35,40)",2019,132132,35,40,35-39
District of Columbia,"[35,40)",2020,134890,35,40,35-39
District of Columbia,"[40,45)",2019,92786,40,45,40-44
District of Columbia,"[40,45)",2020,97802,40,45,40-44
District of Columbia,"[45,50)",2019,79546,45,50,45-49
District of Columbia,"[45,50)",2020,78910,45,50,45-49
District of Columbia,"[50,55)",2019,73544,50,55,50-54
District of Columbia,"[50,55)",2020,72802,50,55,50-54
District of Columbia,"[55,60)",2019,75432,55,60,55-59
District of Columbia,"[55,60)",2020,74360,55,60,55-59
District of Columbia,"[60,65)",2019,67598,60,65,60-64
District of Columbia,"[60,65)",2020,67814,60,65,60-64
District of Columbia,"[65,70)",2019,58278,65,70,65-69
District of Columbia,"[65,70)",2020,58352,65,70,65-69
District of Columbia,"[70,75)",2019,44874,70,75,70-74
District of Columbia,"[70,75)",2020,46636,70,75,70-74
District of Columbia,"[75,80)",2019,30896,75,80,75-79
District of Columbia,"[75,80)",2020,31620,75,80,75-79
District of Columbia,"[80,85)",2019,20326,80,85,80-84
District of Columbia,"[80,85)",2020,21068,80,85,80-84
District of Columbia,"[85,Inf)",2019,24642,85,Inf,85+
District of Columbia,"[85,Inf)",2020,24808,85,Inf,85+
Florida,"[25,30)",2019,2925472,25,30,25-29
Florida,"[25,30)",2020,2874756,25,30,25-29
Florida,"[30,35)",2019,2835028,30,35,30-34
Florida,"[30,35)",2020,2911620,30,35,30-34
Florida,"[35,40)",2019,2730490,35,40,35-39
Florida,"[35,40)",2020,2768492,35,40,35-39
Florida,"[40,45)",2019,2578666,40,45,40-44
Florida,"[40,45)",2020,2638806,40,45,40-44
Florida,"[45,50)",2019,2724466,45,50,45-49
Florida,"[45,50)",2020,2691772,45,50,45-49
Florida,"[50,55)",2019,2777938,50,55,50-54
Florida,"[50,55)",2020,2776948,50,55,50-54
Florida,"[55,60)",2019,3015144,55,60,55-59
Florida,"[55,60)",2020,3031898,55,60,55-59
Florida,"[60,65)",2019,2847320,60,65,60-64
Florida,"[60,65)",2020,2922760,60,65,60-64
Florida,"[65,70)",2019,2606960,65,70,65-69
Florida,"[65,70)",2020,2679038,65,70,65-69
Florida,"[70,75)",2019,2350000,70,75,70-74
Florida,"[70,75)",2020,2445774,70,75,70-74
Florida,"[75,80)",2019,1753564,75,80,75-79
Florida,"[75,80)",2020,1818956,75,80,75-79
Florida,"[80,85)",2019,1168692,80,85,80-84
Florida,"[80,85)",2020,1205408,80,85,80-84
Florida,"[85,Inf)",2019,1175990,85,Inf,85+
Florida,"[85,Inf)",2020,1198688,85,Inf,85+
Georgia,"[25,30)",2019,1582504,25,30,25-29
Georgia,"[25,30)",2020,1571744,25,30,25-29
Georgia,"[30,35)",2019,1476332,30,35,30-34
Georgia,"[30,35)",2020,1512684,30,35,30-34
Georgia,"[35,40)",2019,1446040,35,40,35-39
Georgia,"[35,40)",2020,1447896,35,40,35-39
Georgia,"[40,45)",2019,1367442,40,45,40-44
Georgia,"[40,45)",2020,1391634,40,45,40-44
Georgia,"[45,50)",2019,1446126,45,50,45-49
Georgia,"[45,50)",2020,1418894,45,50,45-49
Georgia,"[50,55)",2019,1391068,50,55,50-54
Georgia,"[50,55)",2020,1401760,50,55,50-54
Georgia,"[55,60)",2019,1397614,55,60,55-59
Georgia,"[55,60)",2020,1404332,55,60,55-59
Georgia,"[60,65)",2019,1244258,60,65,60-64
Georgia,"[60,65)",2020,1269528,60,65,60-64
Georgia,"[65,70)",2019,1032842,65,70,65-69
Georgia,"[65,70)",2020,1059780,65,70,65-69
Georgia,"[70,75)",2019,836982,70,75,70-74
Georgia,"[70,75)",2020,876282,70,75,70-74
Georgia,"[75,80)",2019,553454,75,80,75-79
Georgia,"[75,80)",2020,577382,75,80,75-79
Georgia,"[80,85)",2019,335786,80,85,80-84
Georgia,"[80,85)",2020,349784,80,85,80-84
Georgia,"[85,Inf)",2019,305196,85,Inf,85+
Georgia,"[85,Inf)",2020,313872,85,Inf,85+
Hawaii,"[25,30)",2019,280240,25,30,25-29
Hawaii,"[25,30)",2020,272072,25,30,25-29
Hawaii,"[30,35)",2019,259790,30,35,30-34
Hawaii,"[30,35)",2020,260868,30,35,30-34
Hawaii,"[35,40)",2019,254478,35,40,35-39
Hawaii,"[35,40)",2020,251374,35,40,35-39
Hawaii,"[40,45)",2019,219846,40,45,40-44
Hawaii,"[40,45)",2020,225196,40,45,40-44
Hawaii,"[45,50)",2019,214068,45,50,45-49
Hawaii,"[45,50)",2020,207808,45,50,45-49
Hawaii,"[50,55)",2019,208928,50,55,50-54
Hawaii,"[50,55)",2020,208872,50,55,50-54
Hawaii,"[55,60)",2019,220134,55,60,55-59
Hawaii,"[55,60)",2020,215838,55,60,55-59
Hawaii,"[60,65)",2019,211900,60,65,60-64
Hawaii,"[60,65)",2020,212190,60,65,60-64
Hawaii,"[65,70)",2019,192980,65,70,65-69
Hawaii,"[65,70)",2020,193542,65,70,65-69
Hawaii,"[70,75)",2019,157710,70,75,70-74
Hawaii,"[70,75)",2020,164438,70,75,70-74
